repo	path_within_checkout	classifier_narrow	classifier_broad
quire-protocol-issue12-remediation	reviews/2026-09-15-task-006-canonical-results-gap-analysis.md	not-stated	not-stated
quire-protocol-issue12-remediation	reviews/2026-09-15-task-007-e02-projection-gap-analysis.md	skipped	skipped
quire-protocol-issue12-remediation	reviews/2026-09-15-task-008-resource-reproduction-gap-analysis.md	skipped	skipped
quire-protocol-issue12-remediation	reviews/2026-09-15-task-008-single-accountant-gap-analysis.md	skipped	skipped
quire-protocol-issue12-remediation	reviews/2026-09-15-task-009-native-handoff-gap-analysis.md	not-stated	not-stated
quire-protocol-issue12-remediation	reviews/2026-09-15-task-010-observation-temporal-gap-analysis.md	skipped	skipped
quire-protocol-issue12-remediation	reviews/2026-09-15-task-019-delivery-index-gap-analysis.md	not-stated	skipped
quire-protocol-issue12-remediation	reviews/2026-09-15-task-020-qobs-c00-gap-analysis.md	skipped	skipped
quire-protocol-issue12-remediation	reviews/2026-09-16-task-021-replay-resource-gap-analysis.md	skipped	skipped
quire-protocol-issue12-remediation	reviews/26-09-14-qsl-activation-guard-compat-gaps.md	not-stated	not-stated
quire-protocol-issue12-remediation	spec/reviews/complete-architecture/pr-gap-analysis.md	not-stated	not-stated
quire-protocol-issue12-remediation	spec/reviews/task-001-closeout-gap-analysis.md	not-stated	not-stated
quire-protocol	reviews/2026-09-15-task-006-canonical-results-gap-analysis.md	not-stated	skipped
quire-protocol	reviews/2026-09-15-task-008-resource-reproduction-gap-analysis.md	skipped	skipped
quire-protocol	reviews/2026-09-15-task-010-observation-temporal-gap-analysis.md	ran	ran
quire-research	reviews/2026-09-14-e01-publication-decision.md	not-stated	not-stated
quire-spec-language-timed-refund	reviews/2026-09-14-plan-010-accepted-producer-pin.md	skipped	skipped
quire-specification-fr236-outcome-partition	reviews/2026-09-08-verification-reference-gap.md	not-stated	not-stated
quire-specification-fr236-outcome-partition	reviews/2026-09-13-fs02-protocol-identity.md	not-stated	not-stated
quire-specification-fr236-outcome-partition	reviews/2026-09-13-fs02-protocol-residuals.md	ran	ran
quire-specification-fr236-outcome-partition	reviews/2026-09-13-fs02-vocabulary-closure.md	ran	ran
quire-specification-fr236-outcome-partition	reviews/2026-09-13-plan-002-native-temporal-gap.md	skipped	skipped
quire-specification-fr236-outcome-partition	reviews/2026-09-14-temporal-authority-tracking.md	not-stated	not-stated
quire-specification-fr236-outcome-partition	spec/reviews/fs01-ratification/gap-analysis.md	not-stated	not-stated
quire-specification	reviews/2026-09-08-verification-reference-gap.md	not-stated	not-stated
quire-specification	reviews/2026-09-14-plan-004-fs03-state-semantic-acceptance.md	not-stated	not-stated
quire-specification	reviews/2026-09-14-plan-005-fs05-interchange-acceptance.md	not-stated	not-stated
quire-specification	reviews/2026-09-14-plan-006-fs04-temporal-observation-acceptance.md	not-stated	not-stated
quire-specification	reviews/2026-09-14-plan-007-fs06-output-mapping-acceptance.md	not-stated	not-stated
quire-specification	reviews/2026-09-14-temporal-authority-tracking.md	not-stated	not-stated
quire-specification	reviews/2026-09-15-capability-ledger-reconciliation.md	not-stated	skipped
quire-specification	spec/reviews/complete-v1-remediation/gap-analysis.md	not-stated	not-stated
quire-specification	spec/reviews/fs01-ratification/gap-analysis.md	not-stated	not-stated
quire-verification-agent-b-q13-task029	reviews/2026-09-08-lr01-closeout-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-plan-003-vp02-closeout.md	ran	ran
quire-verification-agent-b-q13-task029	reviews/2026-09-08-rust-guidance-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-rust-rearchitecture-trace-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp01-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp02-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp02-task-012-gap-analysis.md	ran	ran
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp02-task-013-gap-analysis.md	ran	ran
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp03-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp04-containment-gap-analysis.md	not-stated	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp04-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp04-parser-and-trace-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-08-vp04-task-020-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-09-plan-004-vp03-closeout.md	ran	ran
quire-verification-agent-b-q13-task029	reviews/2026-09-09-plan-005-post-review-remediation-gap-analysis.md	ran	ran
quire-verification-agent-b-q13-task029	reviews/2026-09-09-plan-005-vp04-pre-disposition-gap-analysis.md	ran	ran
quire-verification-agent-b-q13-task029	reviews/2026-09-09-plan-006-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-09-plan-006-qualification-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-09-plan-006-qualification-gap-rerun.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/2026-09-09-plan-006-task-025-gap-analysis.md	ran	ran
quire-verification-agent-b-q13-task029	reviews/2026-09-09-plan-006-task-027-gap-analysis.md	ran	ran
quire-verification-agent-b-q13-task029	reviews/2026-09-09-task-028-gap-analysis.md	not-stated	skipped
quire-verification-agent-b-q13-task029	reviews/26-09-07-ci-trace-source-gap-analysis.md	skipped	skipped
quire-verification-agent-b-q13-task029	reviews/26-09-07-rust-rearchitecture.md	ambiguous	ambiguous
quire-verification-agent-b-q13	reviews/2026-09-10-plan-005-vp04-final-gap-analysis.md	not-stated	not-stated
quoin	reviews/2026-08-29-semantic-module-architecture-gap-analysis.md	skipped	skipped
quoin	reviews/2026-08-30-semantic-data-promotion-review.md	not-stated	not-stated
quoin	reviews/2026-08-30-semantic-module-type-fit-gap-analysis.md	skipped	skipped
quoin	reviews/2026-08-31-governed-graph-portfolio-gap-analysis.md	skipped	skipped
quoin	reviews/2026-08-31-graph-analysis-gap-analysis.md	skipped	skipped
quoin	reviews/2026-08-31-plan-005-change-assurance-gap-analysis.md	skipped	skipped
quoin	reviews/2026-08-31-plan-005-self-contained-gap-analysis.md	skipped	skipped
quoin	reviews/2026-09-03-plan-007-semantic-module-contract-gap-analysis.md	ran	ran
quoin	reviews/2026-09-10-quoin-repository-gap-analysis.md	skipped	skipped
quoin	reviews/26-08-30-intervention-evidence-gap-analysis.md	not-stated	skipped
quoin	reviews/26-08-30-operational-evidence-gap-analysis.md	not-stated	skipped
quoin	reviews/26-08-31-intervention-evidence-gap-analysis.md	not-stated	not-stated
quoin	reviews/26-08-31-operational-evidence-gap-analysis.md	not-stated	not-stated
quoin	reviews/26-09-01-campaign-adapters-gap-analysis.md	ran	ran
quoin	reviews/26-09-01-change-assurance-cli-gap-analysis.md	ran	ran
quoin	reviews/26-09-04-module-cookiecutter-gap-analysis.md	skipped	skipped
spec-artifacts-app	reviews/26-09-04-gap-analysis-3.md	skipped	skipped
spec-artifacts-process	reviews/2026-08-05-plan-001-gap-analysis.md	skipped	skipped
spec-artifacts-process	reviews/2026-08-13-plan-001-gap-analysis.md	skipped	skipped
ticket-runner	reviews/2026-08-06-plan-001-honest-transitions.md	ran	ran
tl-mltl-corpus-spec	spec/reviews/SR-003-gap-analysis.md	not-stated	not-stated
tl-mltl-corpus-spec	spec/reviews/SR-006-shared-assurance-migration-gap-analysis.md	not-stated	not-stated
tl-mltl-corpus-spec	spec/reviews/SR-008-shared-assurance-closing-gap-analysis.md	not-stated	not-stated
tl-mltl-corpus-spec	spec/reviews/SR-010-drop-legacy-evidence-gap-analysis.md	not-stated	not-stated
tl-mltl-corpus-spec	spec/reviews/SR-014-review-residuals-gap-analysis.md	not-stated	not-stated
tl-mltl-corpus-spec	spec/reviews/SR-077-plan-006-corpus-campaign-gap-analysis.md	not-stated	skipped
tl-mltl-qobs-c00	reviews/2026-09-15-plan-006-qobs-c00-gap.md	not-stated	not-stated
tl-mltl-qobs-c00	spec/reviews/SR-040-origin-history-gap-analysis.md	not-stated	not-stated
tl-mltl-qobs-c00	spec/reviews/SR-043-past-corpus-replay-gap-analysis.md	not-stated	not-stated
tl-mltl-qobs-c00	spec/reviews/SR-046-temporal-owner-gap-analysis.md	not-stated	not-stated
tl-mltl-verification-spec	spec/reviews/SR-071-plan-004-verification-effectiveness-gap-analysis.md	not-stated	skipped
tl-parse-bindings	spec/reviews/SR-003-gap-analysis.md	not-stated	not-stated
tl-parse-bindings	spec/reviews/SR-005-qa-assessment.md	not-stated	not-stated
tl-parse-bindings	spec/reviews/SR-007-shared-assurance-migration-gap-analysis.md	not-stated	not-stated
tl-parse-bindings	spec/reviews/SR-009-shared-assurance-closing-gap-analysis.md	not-stated	not-stated
tl-parse-bindings	spec/reviews/SR-011-drop-legacy-evidence-gap-analysis.md	not-stated	not-stated
tl-rewrite-semantic-identity	spec/reviews/SR-003-gap-analysis.md	not-stated	not-stated
tl-rewrite-semantic-identity	spec/reviews/SR-006-shared-assurance-migration-gap-analysis.md	not-stated	not-stated
tl-rewrite-semantic-identity	spec/reviews/SR-008-shared-assurance-closing-gap-analysis.md	not-stated	not-stated
tl-rewrite-semantic-identity	spec/reviews/SR-010-drop-legacy-evidence-gap-analysis.md	not-stated	not-stated
tl-rewrite-semantic-identity	spec/reviews/SR-014-review-residuals-gap-analysis.md	not-stated	not-stated
tl-rewrite-semantic-identity	spec/reviews/SR-035-m0-assurance-followups-gap-analysis.md	not-stated	skipped
tl-rewrite-semantic-identity	spec/reviews/SR-045-package-spec-domain-gap-analysis.md	not-stated	skipped
tl-rewrite	spec/reviews/SR-010-drop-legacy-evidence-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-003-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-008-shared-assurance-migration-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-010-shared-assurance-closing-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-012-drop-legacy-evidence-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-016-typed-signal-context-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-019-tracked-source-census-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-023-source-census-followup-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-026-qualification-integrity-gap-analysis.md	not-stated	not-stated
tl-syntax-past-profile	spec/reviews/SR-059-past-formula-v2-gap-analysis.md	not-stated	not-stated
tl-syntax-qualification-readiness	spec/reviews/SR-076-plan-007-source-readiness-gap-analysis.md	not-stated	skipped
tl-syntax	spec/reviews/SR-062-past-history-corpus-gap-analysis.md	not-stated	not-stated
tl-syntax	spec/reviews/SR-065-strict-owner-readers-gap-analysis.md	not-stated	not-stated
tl-syntax	spec/reviews/SR-069-tl-core-owner-gap-analysis.md	not-stated	not-stated
tl-syntax	spec/reviews/SR-072-plan-010-closure-gap-analysis.md	not-stated	not-stated
ts-plugin-kit	reviews/26-06-27-plugin-discovery-gap-analysis.md	ran	ran
typesetter	reviews/2026-06-27-externalize-prosemirror-model.md	skipped	skipped
typesetter	reviews/2026-06-27-externalize-tiptap-family.md	skipped	skipped
typesetter	reviews/2026-06-27-plan-001-markdown-fidelity-engine.md	skipped	skipped
typesetter	reviews/2026-06-27-plan-002-typesetter-yjs-binding.md	skipped	skipped
user-admin-ui	reviews/2026-06-29-gap-analysis-enterprise-audit.md	not-stated	not-stated
user-admin-ui	spec/analysis/issue-19-security.md	not-stated	not-stated
user-admin-ui	spec/reviews/issue-19-security-review.md	not-stated	not-stated
worktrees	cg-217-v2-harness/reviews/2026-09-12-bound-strategy-integration-gap-analysis.md	not-stated	not-stated
worktrees	cg-217-v2-harness/reviews/2026-09-12-numeric-strategy-core-gap-analysis.md	skipped	skipped
worktrees	cg-217-v2-harness/reviews/2026-09-12-task-004-numeric-state-gap.md	skipped	skipped
worktrees	cg-217-v2-harness/reviews/2026-09-13-pr-30-gap-analysis.md	not-stated	not-stated
worktrees	cg-217-v2-harness/reviews/2026-09-13-task-010-numeric-state-kani-gap.md	skipped	skipped
worktrees	cg-217-v2-harness/reviews/2026-09-16-pr-53-exact-scalar-oracles-review.md	ran	ran
worktrees	cg-217-v2-harness/reviews/2026-09-16-pr-54-kani-obligations-review.md	not-stated	not-stated
worktrees	contract-core-codegen-kani/planning/kani-generation-recovery-design.md	not-stated	not-stated
worktrees	contract-core-codegen-terminal/planning/campaign-terminal-transport-design.md	not-stated	not-stated
worktrees	contract-core-formal-profile/reviews/REV-009-corpus-boundary-remediation-gap-analysis.md	not-stated	not-stated
worktrees	contract-core-formal-profile/reviews/REV-011-traceability-status-gap-analysis.md	not-stated	not-stated
worktrees	contract-core-formal-profile/reviews/REV-013-local-release-gate-gap-analysis.md	not-stated	not-stated
worktrees	contract-core-formal-profile/reviews/REV-014-pr51-campaign-recovery.md	not-stated	not-stated
worktrees	ea-compat-rust/reviews/26-09-11-compatibility-slice-gap-analysis.md	ran	ran
worktrees	engineering-assurance-agent-c-59-evidence-rust/reviews/26-09-08-rust-evidence-classification-gap-analysis.md	ran	ran
worktrees	engineering-assurance-agent-c-59-registry-spec/reviews/26-09-08-rust-evidence-classification-gap-analysis-2.md	not-stated	not-stated
worktrees	engineering-assurance-rights-clean/reviews/SR-902-phase-1-gap-analysis.md	not-stated	not-stated
worktrees	impl-15-mfa-foundation/auth-service/spec/analysis/security-issue-22.md	not-stated	not-stated
worktrees	impl-15-mfa-foundation/auth-service/spec/analysis/security-issue-23.md	not-stated	not-stated
worktrees	impl-15-mfa-foundation/auth-service/spec/reviews/security-issue-22.md	not-stated	not-stated
worktrees	impl-15-mfa-foundation/auth-service/spec/reviews/security-issue-23.md	not-stated	not-stated
worktrees	impl-15-mfa-foundation/identity/spec/reviews/issue-23-security.md	not-stated	not-stated
worktrees	impl-19-sso-scim/ts-auth-ui/spec/reviews/security-issue-19.md	not-stated	not-stated
worktrees	impl-22-session-device-management/user-profile-ui/spec/reviews/security.md	not-stated	not-stated
worktrees	impl-23-fine-grained-authorization/permission-service/spec/reviews/issue-23-security-gap.md	not-stated	not-stated
worktrees	issue-19-enterprise-sso-scim/auth-bff/spec/analysis/security-019-enterprise-sso-discovery-callback.md	not-stated	not-stated
worktrees	issue-19-enterprise-sso-scim/user-admin-ui/spec/analysis/issue-19-security.md	not-stated	not-stated
worktrees	issue-19-enterprise-sso-scim/user-admin-ui/spec/reviews/issue-19-security-review.md	not-stated	not-stated
worktrees	issue-20-tenant-auth-policy/user-profile-ui/spec/reviews/security.md	not-stated	not-stated
worktrees	issue-23-fine-grained-authorization/auth-fastapi/spec/reviews/issue-23-security-analysis.md	not-stated	not-stated
worktrees	issue-23-fine-grained-authorization/auth-py/spec/reviews/issue-23-security-analysis.md	not-stated	not-stated
worktrees	qcir-137-witness/reviews/2026-09-15-plan-009-i04-gap-analysis.md	skipped	skipped
worktrees	qcir-137-witness/reviews/SR-583-pr-108-checked-package-deletion.md	not-stated	not-stated
worktrees	quire-407-ir-proof/reviews/REV-014-pr51-campaign-recovery.md	not-stated	not-stated
worktrees	quire-contract-runtime-16b/reviews/SR-008-operand-derived-charges-review.md	not-stated	not-stated
worktrees	quire-language-composite-visible-choices/reviews/26-09-11-composite-visible-gaps.md	not-stated	skipped
worktrees	quire-protocol-numeric-roundtrip/reviews/26-09-11-native-compiler-it001-gap-analysis.md	skipped	skipped
worktrees	quire-spec-language-fr300-temporal-facts/reviews/2026-09-15-v3-activation-mapping-gaps.md	skipped	skipped
worktrees	quire-specification-55-fs06-matrix/reviews/2026-09-14-plan-003-fs02-closeout.md	skipped	skipped
worktrees	quire-specification-55-fs06-matrix/reviews/2026-09-14-plan-004-fs03-state-semantic-acceptance.md	not-stated	not-stated
worktrees	quire-verification-v1-d01/reviews/2026-09-15-task-036-gap-analysis.md	skipped	skipped
worktrees	quire-verification-v1-d02/reviews/2026-09-15-task-037-gap-analysis.md	skipped	skipped
worktrees	quire-verification-v1-d04/reviews/2026-09-15-task-040-final-gap-analysis.md	not-stated	not-stated
worktrees	quire-verification-v1-d04/reviews/2026-09-15-task-040-gap-analysis.md	skipped	skipped
worktrees	quire-verification-v1-d04/reviews/2026-09-16-agent-d-status.md	not-stated	not-stated
worktrees	quire-verification-v1-d04/spec/reviews/2026-09-15-issue-44-e02-consumer-gap-analysis.md	not-stated	not-stated
worktrees	quire-verification-v1-d04/spec/reviews/2026-09-15-task-038-linked-plan-gap-analysis.md	not-stated	skipped
worktrees	validation-process-e6ea515/reviews/26-09-04-plan-002-gap-analysis.md	skipped	skipped
